motor_position	frequency	voltage
1.7000000000000004	2.4499999999999966	1.946
1.7000000000000004	2.4599999999999964	1.457
1.7000000000000004	2.469999999999996	0.525
1.7000000000000004	2.479999999999996	0.474
1.7000000000000004	2.4899999999999958	0.296
1.7000000000000004	2.4999999999999956	0.193
1.8000000000000005	2.3	2.359
1.8000000000000005	2.3099999999999996	0.000
1.8000000000000005	2.3199999999999994	1.666
1.8000000000000005	2.329999999999999	0.918
1.8000000000000005	2.339999999999999	1.179
1.8000000000000005	2.3499999999999988	2.201
1.8000000000000005	2.3599999999999985	2.291
1.8000000000000005	2.3699999999999983	2.465
1.8000000000000005	2.379999999999998	2.533
1.8000000000000005	2.389999999999998	2.591
1.8000000000000005	2.3999999999999977	2.646
1.8000000000000005	2.4099999999999975	2.394
1.8000000000000005	2.4199999999999973	2.411
1.8000000000000005	2.429999999999997	2.050
1.8000000000000005	2.439999999999997	1.992
1.8000000000000005	2.4499999999999966	1.901
1.8000000000000005	2.4599999999999964	1.292
1.8000000000000005	2.469999999999996	0.606
1.8000000000000005	2.479999999999996	0.503
1.8000000000000005	2.4899999999999958	0.200
1.8000000000000005	2.4999999999999956	0.093
1.9000000000000006	2.3	2.224
1.9000000000000006	2.3099999999999996	0.000
1.9000000000000006	2.3199999999999994	1.640
1.9000000000000006	2.329999999999999	0.893
1.9000000000000006	2.339999999999999	1.437
1.9000000000000006	2.3499999999999988	2.214
1.9000000000000006	2.3599999999999985	2.291
1.9000000000000006	2.3699999999999983	2.475
1.9000000000000006	2.379999999999998	2.552
1.9000000000000006	2.389999999999998	2.562
1.9000000000000006	2.3999999999999977	2.617
1.9000000000000006	2.4099999999999975	2.391
1.9000000000000006	2.4199999999999973	2.414
1.9000000000000006	2.429999999999997	2.033
1.9000000000000006	2.439999999999997	2.014
1.9000000000000006	2.4499999999999966	1.908
1.9000000000000006	2.4599999999999964	1.083
1.9000000000000006	2.469999999999996	0.641
1.9000000000000006	2.479999999999996	0.558
1.9000000000000006	2.4899999999999958	0.554
1.9000000000000006	2.4999999999999956	0.358
2.0000000000000004	2.3	2.085
2.0000000000000004	2.3099999999999996	0.064
2.0000000000000004	2.3199999999999994	1.576
2.0000000000000004	2.329999999999999	0.848
2.0000000000000004	2.339999999999999	1.569
2.0000000000000004	2.3499999999999988	2.237
2.0000000000000004	2.3599999999999985	2.317
2.0000000000000004	2.3699999999999983	2.469
2.0000000000000004	2.379999999999998	2.591
2.0000000000000004	2.389999999999998	2.578
2.0000000000000004	2.3999999999999977	2.633
2.0000000000000004	2.4099999999999975	2.414
2.0000000000000004	2.4199999999999973	2.391
2.0000000000000004	2.429999999999997	1.956
2.0000000000000004	2.439999999999997	2.011
2.0000000000000004	2.4499999999999966	1.879
2.0000000000000004	2.4599999999999964	0.944
2.0000000000000004	2.469999999999996	0.715
2.0000000000000004	2.479999999999996	0.596
2.0000000000000004	2.4899999999999958	1.276
2.0000000000000004	2.4999999999999956	0.680
2.1000000000000005	2.3	1.959
2.1000000000000005	2.3099999999999996	0.177
2.1000000000000005	2.3199999999999994	1.544
2.1000000000000005	2.329999999999999	0.661
2.1000000000000005	2.339999999999999	1.772
2.1000000000000005	2.3499999999999988	2.217
2.1000000000000005	2.3599999999999985	2.291
2.1000000000000005	2.3699999999999983	2.433
2.1000000000000005	2.379999999999998	2.556
2.1000000000000005	2.389999999999998	2.572
2.1000000000000005	2.3999999999999977	2.623
2.1000000000000005	2.4099999999999975	2.423
2.1000000000000005	2.4199999999999973	2.385
2.1000000000000005	2.429999999999997	2.079
2.1000000000000005	2.439999999999997	1.995
2.1000000000000005	2.4499999999999966	1.859
2.1000000000000005	2.4599999999999964	0.922
2.1000000000000005	2.469999999999996	0.754
2.1000000000000005	2.479999999999996	0.616
2.1000000000000005	2.4899999999999958	1.634
2.1000000000000005	2.4999999999999956	1.157
2.2000000000000006	2.3	1.640
2.2000000000000006	2.3099999999999996	0.338
2.2000000000000006	2.3199999999999994	1.466
2.2000000000000006	2.329999999999999	0.599
2.2000000000000006	2.339999999999999	1.827
2.2000000000000006	2.3499999999999988	2.224
2.2000000000000006	2.3599999999999985	2.327
2.2000000000000006	2.3699999999999983	2.459
2.2000000000000006	2.379999999999998	2.565
2.2000000000000006	2.389999999999998	2.581
2.2000000000000006	2.3999999999999977	2.520
2.2000000000000006	2.4099999999999975	2.391
2.2000000000000006	2.4199999999999973	2.356
2.2000000000000006	2.429999999999997	2.101
2.2000000000000006	2.439999999999997	1.995
2.2000000000000006	2.4499999999999966	1.827
2.2000000000000006	2.4599999999999964	0.931
2.2000000000000006	2.469999999999996	0.841
2.2000000000000006	2.479999999999996	0.719
2.2000000000000006	2.4899999999999958	1.608
2.2000000000000006	2.4999999999999956	1.283
2.3000000000000007	2.3	1.357
2.3000000000000007	2.3099999999999996	0.451
2.3000000000000007	2.3199999999999994	1.444
2.3000000000000007	2.329999999999999	0.425
2.3000000000000007	2.339999999999999	1.943
2.3000000000000007	2.3499999999999988	2.249
2.3000000000000007	2.3599999999999985	2.362
2.3000000000000007	2.3699999999999983	2.510
2.3000000000000007	2.379999999999998	2.552
2.3000000000000007	2.389999999999998	2.617
2.3000000000000007	2.3999999999999977	2.591
2.3000000000000007	2.4099999999999975	2.423
2.3000000000000007	2.4199999999999973	2.372
2.3000000000000007	2.429999999999997	2.204
2.3000000000000007	2.439999999999997	2.014
2.3000000000000007	2.4499999999999966	1.798
2.3000000000000007	2.4599999999999964	0.886
2.3000000000000007	2.469999999999996	0.777
2.3000000000000007	2.479999999999996	0.648
2.3000000000000007	2.4899999999999958	1.428
2.3000000000000007	2.4999999999999956	1.463
2.400000000000001	2.3	1.044
2.400000000000001	2.3099999999999996	0.686
2.400000000000001	2.3199999999999994	1.412
2.400000000000001	2.329999999999999	0.332
2.400000000000001	2.339999999999999	1.969
2.400000000000001	2.3499999999999988	2.237
2.400000000000001	2.3599999999999985	2.330
2.400000000000001	2.3699999999999983	2.510
2.400000000000001	2.379999999999998	2.510
2.400000000000001	2.389999999999998	2.594
2.400000000000001	2.3999999999999977	2.578
2.400000000000001	2.4099999999999975	2.411
2.400000000000001	2.4199999999999973	2.359
2.400000000000001	2.429999999999997	2.227
2.400000000000001	2.439999999999997	1.995
2.400000000000001	2.4499999999999966	1.760
2.400000000000001	2.4599999999999964	0.732
2.400000000000001	2.469999999999996	0.870
2.400000000000001	2.479999999999996	0.693
2.400000000000001	2.4899999999999958	1.292
2.400000000000001	2.4999999999999956	1.579
2.500000000000001	2.3	0.770
2.500000000000001	2.3099999999999996	0.796
2.500000000000001	2.3199999999999994	1.383
2.500000000000001	2.329999999999999	0.203
2.500000000000001	2.339999999999999	2.024
2.500000000000001	2.3499999999999988	2.269
2.500000000000001	2.3599999999999985	2.307
2.500000000000001	2.3699999999999983	2.533
2.500000000000001	2.379999999999998	2.530
2.500000000000001	2.389999999999998	2.581
2.500000000000001	2.3999999999999977	2.585
2.500000000000001	2.4099999999999975	2.414
2.500000000000001	2.4199999999999973	2.336
2.500000000000001	2.429999999999997	2.162
2.500000000000001	2.439999999999997	1.975
2.500000000000001	2.4499999999999966	1.718
2.500000000000001	2.4599999999999964	0.664
2.500000000000001	2.469999999999996	0.809
2.500000000000001	2.479999999999996	0.574
2.500000000000001	2.4899999999999958	1.096
2.500000000000001	2.4999999999999956	1.663
2.600000000000001	2.3	0.435
2.600000000000001	2.3099999999999996	1.147
2.600000000000001	2.3199999999999994	1.347
2.600000000000001	2.329999999999999	0.184
2.600000000000001	2.339999999999999	2.053
2.600000000000001	2.3499999999999988	2.307
2.600000000000001	2.3599999999999985	1.972
2.600000000000001	2.3699999999999983	2.517
2.600000000000001	2.379999999999998	2.530
2.600000000000001	2.389999999999998	2.565
2.600000000000001	2.3999999999999977	2.581
2.600000000000001	2.4099999999999975	2.388
2.600000000000001	2.4199999999999973	2.343
2.600000000000001	2.429999999999997	1.263
2.600000000000001	2.439999999999997	1.959
2.600000000000001	2.4499999999999966	1.647
2.600000000000001	2.4599999999999964	0.519
2.600000000000001	2.469999999999996	0.873
2.600000000000001	2.479999999999996	0.622
2.600000000000001	2.4899999999999958	0.893
2.600000000000001	2.4999999999999956	1.721
2.700000000000001	2.3	0.213
2.700000000000001	2.3099999999999996	1.341
2.700000000000001	2.3199999999999994	1.321
2.700000000000001	2.329999999999999	0.174
2.700000000000001	2.339999999999999	2.095
2.700000000000001	2.3499999999999988	2.327
2.700000000000001	2.3599999999999985	2.175
2.700000000000001	2.3699999999999983	2.543
2.700000000000001	2.379999999999998	2.546
2.700000000000001	2.389999999999998	2.594
2.700000000000001	2.3999999999999977	2.559
2.700000000000001	2.4099999999999975	2.427
2.700000000000001	2.4199999999999973	2.295
2.700000000000001	2.429999999999997	1.798
2.700000000000001	2.439999999999997	1.934
2.700000000000001	2.4499999999999966	1.627
2.700000000000001	2.4599999999999964	0.438
2.700000000000001	2.469999999999996	0.819
2.700000000000001	2.479999999999996	0.438
2.700000000000001	2.4899999999999958	0.503
2.700000000000001	2.4999999999999956	1.795
2.800000000000001	2.3	0.000
2.800000000000001	2.3099999999999996	1.495
2.800000000000001	2.3199999999999994	1.279
2.800000000000001	2.329999999999999	0.329
2.800000000000001	2.339999999999999	2.117
2.800000000000001	2.3499999999999988	2.304
2.800000000000001	2.3599999999999985	2.343
2.800000000000001	2.3699999999999983	2.546
2.800000000000001	2.379999999999998	2.507
2.800000000000001	2.389999999999998	2.559
2.800000000000001	2.3999999999999977	2.520
2.800000000000001	2.4099999999999975	2.433
2.800000000000001	2.4199999999999973	2.301
2.800000000000001	2.429999999999997	2.004
2.800000000000001	2.439999999999997	1.914
2.800000000000001	2.4499999999999966	1.508
2.800000000000001	2.4599999999999964	0.558
2.800000000000001	2.469999999999996	0.864
2.800000000000001	2.479999999999996	0.332
2.800000000000001	2.4899999999999958	0.226
2.800000000000001	2.4999999999999956	1.856
2.9000000000000012	2.3	0.000
2.9000000000000012	2.3099999999999996	1.663
2.9000000000000012	2.3199999999999994	1.212
2.9000000000000012	2.329999999999999	0.603
2.9000000000000012	2.339999999999999	2.150
2.9000000000000012	2.3499999999999988	2.311
2.9000000000000012	2.3599999999999985	2.385
2.9000000000000012	2.3699999999999983	2.562
2.9000000000000012	2.379999999999998	2.578
2.9000000000000012	2.389999999999998	2.626
2.9000000000000012	2.3999999999999977	2.572
2.9000000000000012	2.4099999999999975	2.423
2.9000000000000012	2.4199999999999973	2.217
2.9000000000000012	2.429999999999997	2.075
2.9000000000000012	2.439999999999997	1.895
2.9000000000000012	2.4499999999999966	1.418
2.9000000000000012	2.4599999999999964	0.464
2.9000000000000012	2.469999999999996	0.854
2.9000000000000012	2.479999999999996	0.387
2.9000000000000012	2.4899999999999958	0.248
2.9000000000000012	2.4999999999999956	1.892
3.0000000000000013	2.3	0.000
3.0000000000000013	2.3099999999999996	1.673
3.0000000000000013	2.3199999999999994	1.228
3.0000000000000013	2.329999999999999	0.854
3.0000000000000013	2.339999999999999	2.162
3.0000000000000013	2.3499999999999988	2.304
3.0000000000000013	2.3599999999999985	2.404
3.0000000000000013	2.3699999999999983	2.568
3.0000000000000013	2.379999999999998	2.588
3.0000000000000013	2.389999999999998	2.578
3.0000000000000013	2.3999999999999977	2.536
3.0000000000000013	2.4099999999999975	2.427
3.0000000000000013	2.4199999999999973	2.150
3.0000000000000013	2.429999999999997	2.088
3.0000000000000013	2.439999999999997	1.837
3.0000000000000013	2.4499999999999966	1.202
3.0000000000000013	2.4599999999999964	0.583
3.0000000000000013	2.469999999999996	0.886
3.0000000000000013	2.479999999999996	1.083
3.0000000000000013	2.4899999999999958	0.561
3.0000000000000013	2.4999999999999956	1.934
3.1000000000000014	2.3	0.142
3.1000000000000014	2.3099999999999996	1.637
3.1000000000000014	2.3199999999999994	1.186
3.1000000000000014	2.329999999999999	1.109
3.1000000000000014	2.339999999999999	2.175
3.1000000000000014	2.3499999999999988	2.340
3.1000000000000014	2.3599999999999985	2.398
3.1000000000000014	2.3699999999999983	2.601
3.1000000000000014	2.379999999999998	2.607
3.1000000000000014	2.389999999999998	2.604
3.1000000000000014	2.3999999999999977	2.536
3.1000000000000014	2.4099999999999975	2.388
3.1000000000000014	2.4199999999999973	2.085
3.1000000000000014	2.429999999999997	2.108
3.1000000000000014	2.439999999999997	1.834
3.1000000000000014	2.4499999999999966	1.070
3.1000000000000014	2.4599999999999964	0.625
3.1000000000000014	2.469999999999996	0.844
3.1000000000000014	2.479999999999996	1.424
3.1000000000000014	2.4899999999999958	0.786
3.1000000000000014	2.4999999999999956	1.924
3.2000000000000015	2.3	0.267
3.2000000000000015	2.3099999999999996	1.653
3.2000000000000015	2.3199999999999994	0.989
3.2000000000000015	2.329999999999999	1.318
3.2000000000000015	2.339999999999999	2.191
3.2000000000000015	2.3499999999999988	2.330
3.2000000000000015	2.3599999999999985	2.375
3.2000000000000015	2.3699999999999983	2.626
3.2000000000000015	2.379999999999998	2.572
3.2000000000000015	2.389999999999998	2.556
3.2000000000000015	2.3999999999999977	2.552
3.2000000000000015	2.4099999999999975	2.382
3.2000000000000015	2.4199999999999973	2.172
3.2000000000000015	2.429999999999997	2.095
3.2000000000000015	2.439999999999997	1.827
3.2000000000000015	2.4499999999999966	1.089
3.2000000000000015	2.4599999999999964	0.657
3.2000000000000015	2.469999999999996	0.864
3.2000000000000015	2.479999999999996	1.463
3.2000000000000015	2.4899999999999958	1.157
3.2000000000000015	2.4999999999999956	1.921
3.3000000000000016	2.3	0.516
3.3000000000000016	2.3099999999999996	1.550
3.3000000000000016	2.3199999999999994	0.877
3.3000000000000016	2.329999999999999	1.470
3.3000000000000016	2.339999999999999	2.201
3.3000000000000016	2.3499999999999988	2.340
3.3000000000000016	2.3599999999999985	2.407
3.3000000000000016	2.3699999999999983	2.643
3.3000000000000016	2.379999999999998	2.601
3.3000000000000016	2.389999999999998	2.588
3.3000000000000016	2.3999999999999977	2.559
3.3000000000000016	2.4099999999999975	2.394
3.3000000000000016	2.4199999999999973	2.249
3.3000000000000016	2.429999999999997	2.098
3.3000000000000016	2.439999999999997	1.753
3.3000000000000016	2.4499999999999966	1.047
3.3000000000000016	2.4599999999999964	0.757
3.3000000000000016	2.469999999999996	0.812
3.3000000000000016	2.479999999999996	1.415
3.3000000000000016	2.4899999999999958	1.370
3.3000000000000016	2.4999999999999956	1.940
3.4000000000000017	2.3	0.664
3.4000000000000017	2.3099999999999996	1.537
3.4000000000000017	2.3199999999999994	0.780
3.4000000000000017	2.329999999999999	1.705
